source,caption,timestamp,likes,comments,shares,saves,plays,accounts_reached,word_count,hashtag_count,is_long_caption,is_trial_reel,content_type,hour,weekday,month,is_duplicate_caption,likes_per_view,comments_per_view,shares_per_view,saves_per_view
reel,"Snaps I'd send him – gym edition 📸💪
Which is your fav outfit? 1-6 👗
.
.
.
.
.
.
@gymshark @gymsharkwomen #gymmotivation #girlswholift #gym #womenwholift #gymlife #girlpower",2025-07-08 23:36:11-07:00,52,3,44,18,2472,2457,27,6,False,True,other,23,Tuesday,July,True,0.021035598705501618,0.0012135922330097086,0.01779935275080906,0.007281553398058253
reel,"Snaps I'd send him – gym edition 📸💪
Which is your fav outfit? 1-6 👗
.
.
.
.
.
.
@gymshark @gymsharkwomen #gymmotivation #girlswholift #gym #womenwholift #gymlife #girlpower",2025-07-08 23:34:45-07:00,1313,19,853,672,53484,53276,27,6,False,False,other,23,Tuesday,July,True,0.02454939795078902,0.0003552464288385311,0.01594869493680353,0.012564505272604892
reel,"All I'm saying is if glute day isn't getting you ready for this level of bounce, try again 😭
.
.
.
.
@gymshark @gymsharkwomen #gymmotivation #girlswholift #gym #womenwholift #gymlife #girlpower #gymsharkwoman",2025-07-08 00:01:18-07:00,52,3,25,6,2918,2859,31,7,False,True,other,0,Tuesday,July,True,0.01782042494859493,0.001028101439342015,0.008567511994516792,0.00205620287868403
reel,"All I'm saying is if glute day isn't getting you ready for this level of bounce, try again 😭
.
.
.
.
@gymshark @gymsharkwomen #gymmotivation #girlswholift #gym #womenwholift #gymlife #girlpower #gymsharkwoman",2025-07-08 00:00:22-07:00,335,12,55,81,19276,19868,31,7,False,False,other,0,Tuesday,July,True,0.01737912429964723,0.0006225357958082589,0.002853289064121187,0.004202116621705748
reel,"Everyone asks how I did it, how I stayed so consistent, how I kept going when it got hard, how I changed my entire body in just 6 months.

The truth? It wasn't a secret workout or some perfect diet.
It was my mindset.

Once I committed mentally to showing up even on the hard days, to choosing discipline over motivation, to not giving up when progress felt slow, everything started to change.

When your mind is strong, your actions follow.
And when you stay consistent, your life transforms not just your body.

📍 Jan 1 – 148.8 lbs / 67.5 kg
📍 Jul 1 – 130.7 lbs / 59.3 kg
Total loss: 18.1 lbs / 8.2 kg 

What worked for me:
• Strength training 3–5x/week
• 10K steps/day + 15–25 min cardio after lifts
• 300–500 cal deficit depending on the goal
• 80/20 nutrition (progress > perfection)
• 100g+ protein daily
• 2–3L of water daily

Your mindset will always be your greatest strength. 💭💪

@gymshark @gymsharkwomen 
#fitnessjourney #girlswholift #transformationtuesday #mindsetmatters #disciplineovermotivation",2025-07-07 00:04:37-07:00,1,0,0,1,54,54,171,5,True,True,transformation,0,Monday,July,True,0.018518518518518517,0.0,0.0,0.018518518518518517
reel,"Everyone asks how I did it, how I stayed so consistent, how I kept going when it got hard, how I changed my entire body in just 6 months.

The truth? It wasn't a secret workout or some perfect diet.
It was my mindset.

Once I committed mentally to showing up even on the hard days, to choosing discipline over motivation, to not giving up when progress felt slow, everything started to change.

When your mind is strong, your actions follow.
And when you stay consistent, your life transforms not just your body.

📍 Jan 1 – 148.8 lbs / 67.5 kg
📍 Jul 1 – 130.7 lbs / 59.3 kg
Total loss: 18.1 lbs / 8.2 kg 

What worked for me:
• Strength training 3–5x/week
• 10K steps/day + 15–25 min cardio after lifts
• 300–500 cal deficit depending on the goal
• 80/20 nutrition (progress > perfection)
• 100g+ protein daily
• 2–3L of water daily

Your mindset will always be your greatest strength. 💭💪

@gymshark @gymsharkwomen 
#fitnessjourney #girlswholift #transformationtuesday #mindsetmatters #disciplineovermotivation",2025-07-07 00:00:44-07:00,1073,27,479,655,40777,38546,171,5,True,False,transformation,0,Monday,July,True,0.02631385339774873,0.0006621379699340315,0.01174681805920004,0.01606297667802928
reel,"Thank you for 10K 🥹 I'm genuinely so grateful.

People are going to judge you no matter what. Whether you stay quiet or put yourself out there, someone will always have something to say.

So do what makes you happy. Chase what feels right to you.

If I let fear or judgment stop me, I wouldn't be here posting this. I've come a long way and I'm just getting started.

Do it for you 💖

#tenthousand #gymmotivation #gym #girlswholift #womenwholift #gymlife #girlpower",2025-07-04 23:53:58-07:00,71,0,44,23,5835,5868,80,7,True,True,other,23,Friday,July,True,0.012167952013710369,0.0,0.007540702656383891,0.003941730934018852
reel,"Thank you for 10K 🥹 I'm genuinely so grateful.

People are going to judge you no matter what. Whether you stay quiet or put yourself out there, someone will always have something to say.

So do what makes you happy. Chase what feels right to you.

If I let fear or judgment stop me, I wouldn't be here posting this. I've come a long way and I'm just getting started.

Do it for you 💖

#tenthousand #gymmotivation #gym #girlswholift #womenwholift #gymlife #girlpower",2025-07-04 23:52:24-07:00,805,30,227,336,79604,75456,80,7,True,False,other,23,Friday,July,True,0.010112557157931763,0.0003768654841465253,0.002851615496708708,0.004220893422441084
reel,"Nobody talks about how peaceful it is to just show up and focus on yourself.
Some days that's the biggest win.
.
.
.
.
#girlswholift #selfgrowth #gymroutine",2025-07-04 00:14:18-07:00,193,6,51,55,5423,5453,28,3,False,True,other,0,Friday,July,False,0.03558915729301125,0.0011063986723215931,0.009404388714733543,0.010141987829614604
reel,"Nobody talks about how peaceful it is to just show up and focus on yourself.
Some days that's the biggest win.
.
.
.
.
@gymshark @gymsharkwomen #gymmotivation #womenwholift #girlswholift #selfgrowth #gymroutine #weightlosstransformation",2025-07-04 00:13:28-07:00,716,17,162,194,23220,22455,33,6,False,False,other,0,Friday,July,False,0.03083548664944014,0.0007321274763135229,0.0069767441860465115,0.008354866494401378
reel,"Come train glutes + hamstrings with me 🍑🦵

Here's today's lower body day breakdown:
	1.	Hip Abduction — 3 sets: 10, 8, 6 reps
	2.	Hip Thrusts — 3 sets: 10, 8, 6 reps
	3.	Romanian Deadlifts — 3 sets: 10, 8, 6 reps
	4.	Step-Ups — 4 sets: 10, 8, 6, 6 reps
	5.	Cardio Finisher — Treadmill incline walk (6 incline, 2.5 mph, 15 min)

✨ My form isn't perfect yet, but I'm putting in the work every session to get better.

Wearing the @gymshark / @gymsharkwomen Energized Seamless Leggings
.
.
.
#Gymshark #GirlsWhoLift #GluteWorkout #Hamstrings #GymMotivation #GymSharkWomen #LegDayVibes",2025-07-03 00:57:58-07:00,883,5,1069,570,30258,29607,100,7,True,True,workout,0,Thursday,July,True,0.029182364994381652,0.00016524555489457333,0.03532949963645978,0.01883799325798136
reel,"Come train glutes + hamstrings with me 🍑🦵

Here's today's lower body day breakdown:
	1.	Hip Abduction — 3 sets: 10, 8, 6 reps
	2.	Hip Thrusts — 3 sets: 10, 8, 6 reps
	3.	Romanian Deadlifts — 3 sets: 10, 8, 6 reps
	4.	Step-Ups — 4 sets: 10, 8, 6, 6 reps
	5.	Cardio Finisher — Treadmill incline walk (6 incline, 2.5 mph, 15 min)

✨ My form isn't perfect yet, but I'm putting in the work every session to get better.

Wearing the @gymshark / @gymsharkwomen Energized Seamless Leggings
.
.
.
#Gymshark #GirlsWhoLift #GluteWorkout #Hamstrings #GymMotivation #GymSharkWomen #LegDayVibes",2025-07-03 00:10:09-07:00,8330,73,10265,5030,324592,318359,100,7,True,False,workout,0,Thursday,July,True,0.025662986148765218,0.00022489771775028344,0.031624316064474786,0.015496376990190762
reel,"What I eat in a day (flexible + realistic edition 💖)

Today's total came to 2,249 calories, which is actually right around my maintenance (~2,000–2,300 depending on the day). I'm flexible with my diet, and while I don't always have ice cream and garlic bread, I also don't restrict myself from enjoying them.

🥣 Breakfast (~509 cal):
• 2 eggs
• 1 hashbrown
• Whole grain wrap
• 1 slice cheese

☕️ Drink (~0 cal):
• Oolong tea 

🍗 Lunch (chicken bowl) (~537 cal):
• Chicken breast
• Greek yogurt
• White rice
• Kimchi + spinach

🍽 Dinner (~920 cal):
• 3 marinated chicken legs
• Potatoes
• Garlic bread

🍦 Dessert (283 cal):
• Vanilla ice cream with one crushed Oreo

You don't have to earn your food. You don't have to restrict everything you enjoy. You deserve to nourish your body and enjoy the little things. That's what keeps it sustainable 💞

@gymshark @gymsharkwomen 
#whatieatinaday #flexibledieting #maintenanceeating #balancedlifestyle #fitnessjourney #highproteinmeals #girlswholift #realisticnutrition",2025-07-02 01:14:19-07:00,62,4,39,37,3532,3544,159,8,True,True,recipe,1,Wednesday,July,True,0.017553793884484713,0.0011325028312570782,0.011041902604756512,0.010475651189127973
reel,"What I eat in a day (flexible + realistic edition 💖)

Today's total came to 2,249 calories, which is actually right around my maintenance (~2,000–2,300 depending on the day). I'm flexible with my diet, and while I don't always have ice cream and garlic bread, I also don't restrict myself from enjoying them.

🥣 Breakfast (~509 cal):
• 2 eggs
• 1 hashbrown
• Whole grain wrap
• 1 slice cheese

☕️ Drink (~0 cal):
• Oolong tea 

🍗 Lunch (chicken bowl) (~537 cal):
• Chicken breast
• Greek yogurt
• White rice
• Kimchi + spinach

🍽 Dinner (~920 cal):
• 3 marinated chicken legs
• Potatoes
• Garlic bread

🍦 Dessert (283 cal):
• Vanilla ice cream with one crushed Oreo

You don't have to earn your food. You don't have to restrict everything you enjoy. You deserve to nourish your body and enjoy the little things. That's what keeps it sustainable 💞

@gymshark @gymsharkwomen 
#whatieatinaday #flexibledieting #maintenanceeating #balancedlifestyle #fitnessjourney #highproteinmeals #girlswholift #realisticnutrition",2025-07-02 00:52:59-07:00,969,23,510,631,51406,49593,159,8,True,False,recipe,0,Wednesday,July,True,0.01884993969575536,0.00044741858926973505,0.00992102089250282,0.01227483173170447
reel,"This 537-calorie meal helped me lose ~8kg in 5 months. I eat this still to this day for lunch and dinner.

	•	Marinated chicken breast (w/ skin): 227 cal 
	•	White rice (0.5 cup): 160 cal
	•	Liberté Greek yogurt (0.75 cup): 120 cal
	•	Kimchi (1 cup): 22 cal
	•	Baby spinach (1 cup): 7 cal

High protein, low effort, and actually satisfying. Nothing fancy, just consistency 🥲🍗🍚
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation",2025-06-30 23:45:08-07:00,120,1,87,72,6206,6080,80,6,True,True,recipe,23,Monday,June,True,0.019336126329358685,0.00016113438607798906,0.014018691588785047,0.01160167579761521
reel,"This 537-calorie meal helped me lose ~8kg in 5 months. I eat this still to this day for lunch and dinner.

	•	Marinated chicken breast (w/ skin): 227 cal 
	•	White rice (0.5 cup): 160 cal
	•	Liberté Greek yogurt (0.75 cup): 120 cal
	•	Kimchi (1 cup): 22 cal
	•	Baby spinach (1 cup): 7 cal

High protein, low effort, and actually satisfying. Nothing fancy, just consistency 🥲🍗🍚
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation",2025-06-30 23:43:56-07:00,1452,15,791,656,68532,66473,80,6,True,False,recipe,23,Monday,June,True,0.021187182630012256,0.0002188758536158291,0.011542053347341388,0.009572170664798926
reel,"I remember how discouraged I felt when I only lost 1kg/2lbs my first month but remember to keep going and I promise you will see results!! 

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. Hydration: Drinking 2-3 litres per day
.
.
.
.
#gym #gymmotivation #dyfne #gymlife #girlswholift #weightlosstransformation #womenwholift #womenwholift",2025-06-30 13:34:36-07:00,3798,34,2175,1662,171162,172568,94,8,True,True,transformation,13,Monday,June,True,0.022189504679777053,0.0001986422219885255,0.012707259788971852,0.00971009920426263
reel,"6 months. Just 6 months.
It's wild how much can change when you stop waiting for motivation and just start showing up for yourself. I didn't always feel strong, I didn't always know what I was doing, but I kept going.
(Jan 4 2025 vs June 29 2025)

This is your sign: START
.
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-30 00:04:51-07:00,54,0,26,20,3050,3041,68,7,True,True,transformation,0,Monday,June,True,0.017704918032786884,0.0,0.008524590163934427,0.006557377049180328
reel,"6 months. Just 6 months.
It's wild how much can change when you stop waiting for motivation and just start showing up for yourself. I didn't always feel strong, I didn't always know what I was doing, but I kept going.
(Jan 4 2025 vs June 29 2025)

This is your sign: START
.
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-30 00:03:25-07:00,829,22,219,384,40113,38926,68,7,True,False,transformation,0,Monday,June,True,0.02066661680751876,0.0005484506269787849,0.0054595766958342685,0.009572956398175155
reel,"A lot of people only see the gym side of me, but I actually love makeup just as much. It's not about being ""girly"" or covering anything up. For me, it's like doing art on my own face.

I like showing up to the gym with long lashes on. I like lifting heavy in lipstick. I like being both feminine and strong. I'm not trying to fit into one category.

A lot of people don't understand why I wear make up to the gym but not everything has to make sense to people.

Do what makes you happy and comfortable 🫶 
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #makeup #gymshark #gymsharkwoman",2025-06-28 23:46:42-07:00,314,8,38,49,24289,24468,114,7,True,False,other,23,Saturday,June,False,0.01292766272798386,0.0003293672032607353,0.0015644942154884928,0.002017374119972004
reel,I swear I'm so serious when I go to the gym,2025-06-28 23:18:48-07:00,83,1,22,14,7139,6988,11,0,False,True,other,23,Saturday,June,False,0.01162627819022272,0.00014007564084605686,0.0030816640986132513,0.0019610589718447964
reel,"Lowkey obsessed with makeup. I know most of y'all see the gym side, but glam has always been a big part of who I am too 💋
.
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #gymshark #gymsharkwoman",2025-06-28 23:17:16-07:00,51,2,15,11,4197,4203,42,8,False,True,other,23,Saturday,June,False,0.012151536812008578,0.0004765308553728854,0.0035739814152966403,0.0026209197045508697
reel,Someone said I looked like her but I don't see it lol,2025-06-28 20:38:20-07:00,7,0,3,4,1616,1588,12,0,False,True,other,20,Saturday,June,False,0.004331683168316832,0.0,0.0018564356435643563,0.0024752475247524753
reel,Someone said I looked like her but I still don't see it 😂😂,2025-06-28 20:37:23-07:00,11,2,1,2,1476,1471,12,0,False,True,other,20,Saturday,June,False,0.007452574525745257,0.0013550135501355014,0.0006775067750677507,0.0013550135501355014
reel,"Strong enough to carry tradition and these gains 💪 
.
.
.
.
#gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower #punjabi",2025-06-27 23:08:13-07:00,95,4,28,24,6040,5925,20,8,False,True,other,23,Friday,June,True,0.015728476821192054,0.0006622516556291391,0.004635761589403974,0.003973509933774834
reel,"Strong enough to carry tradition and these gains 💪 
.
.
.
.
#gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower #punjabi",2025-06-27 23:07:17-07:00,911,30,138,254,52616,51377,20,8,False,False,other,23,Friday,June,True,0.017314124980994373,0.000570168769955907,0.002622776341797172,0.004827428918960012
reel,"I went from a round ball to an hourglass in 5 months is crazy🥲🙏 Consistency and discipline is key 🔑 
.
.
.
.
.
.
#gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-26 23:00:31-07:00,4495,52,5431,3542,282591,280897,32,7,False,True,other,23,Thursday,June,True,0.015906380599523692,0.0001840115219522207,0.019218587994663666,0.012534015591437802
reel,"I went from a round ball to an hourglass in 5 months is crazy🥲🙏 Consistency and discipline is key 🔑 
.
.
.
.
.
.
#gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-26 22:56:01-07:00,3985,36,5424,1430,188519,183018,32,7,False,True,other,22,Thursday,June,True,0.021138452888037812,0.00019096218418302664,0.02877163575024268,0.007585442316159114
reel,"Here is my 5-month transformation from Jan to June with lots of proof lol. 

Jan 1 2025 - 148.8 lbs / 67.5 kg
Feb 1 2025 - 146.8 lbs / 66.6 kg
March 1 2025 - 143 lbs / 64.9 kg
April 1 2025 -  138.7 lbs / 62.9 kg
May 1 2025 - 136.2 lbs / 61.8 kg
June 1 2025 - 132.7 lbs / 60.2 kg

Total weight lost: 16.1 lbs / 7.3 kg in 5 months

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 300-500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. High protein: Ate 100g+ of protein per day 
6. Hydration: Drinking 2-3 litres per day 
.
.
.
.
.
.
@gymshark @gymsharkwomen #gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-26 21:52:56-07:00,272,5,135,71,8108,8121,157,5,True,True,transformation,21,Thursday,June,True,0.033547113961519485,0.00061667488899852,0.01665022200296004,0.008756783423778983
reel,"Here is my 5-month transformation from Jan to June. 

Jan 1 2025 - 148.8 lbs / 67.5 kg
Feb 1 2025 - 146.8 lbs / 66.6 kg
March 1 2025 - 143 lbs / 64.9 kg
April 1 2025 -  138.7 lbs / 62.9 kg
May 1 2025 - 136.2 lbs / 61.8 kg
June 1 2025 - 132.7 lbs / 60.2 kg

Total weight lost: 16.1 lbs / 7.3 kg in 5 months

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 300-500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. High protein: Ate 100g+ of protein per day 
6. Hydration: Drinking 2-3 litres per day 
.
.
.
.
.
.
@gymshark @gymsharkwomen #gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-26 21:52:32-07:00,1326,20,699,485,69766,66177,152,5,True,False,transformation,21,Thursday,June,False,0.019006392798784508,0.00028667259123355216,0.010019207063612649,0.00695181033741364
reel,"My favourite part of the week is getting to spend alone time at the gym 🫶  I loveee dressing up and getting a good pump 💪
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #womenwholift #womenwholift #gymlife #gymshark",2025-06-25 22:19:38-07:00,7,1,7,1,124,126,36,6,False,True,other,22,Wednesday,June,True,0.056451612903225805,0.008064516129032258,0.056451612903225805,0.008064516129032258
reel,"My favourite part of the week is getting to spend alone time at the gym 🫶  I loveee dressing up and getting a good pump 💪
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #womenwholift #womenwholift #gymlife #gymshark",2025-06-25 22:11:55-07:00,528,11,151,276,29426,29293,36,6,False,False,other,22,Wednesday,June,True,0.0179433154353293,0.0003738190715693604,0.005131516346088493,0.009379460341194861
reel,"Back + biceps workout 💪
1. Lat pull downs - 3 sets x 10, 8, 6
2. Seated cable rows - 3 sets x 10, 8, 6
3. T bar rows - 3 sets x 10, 8, 6
4. Bicep curls - 3 sets x 10, 8, 6
5. Cardio - Treadmill (6 incline 2.5 mph - 15 minutes) 

(My form isn't perfect but I'm putting in the effort to make sure it is one day!)

Wearing the @gymshark @gymsharkwomen Whitney x animal blue colour set 
.
.
.
.
.
.
#gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-24 22:39:46-07:00,51,3,31,19,2635,2672,96,5,True,True,workout,22,Tuesday,June,True,0.01935483870967742,0.0011385199240986717,0.011764705882352941,0.007210626185958254
reel,"Back + biceps workout 💪
1. Lat pull downs - 3 sets x 10, 8, 6
2. Seated cable rows - 3 sets x 10, 8, 6
3. T bar rows - 3 sets x 10, 8, 6
4. Bicep curls - 3 sets x 10, 8, 6
5. Cardio - Treadmill (6 incline 2.5 mph - 15 minutes) 

(My form isn't perfect but I'm putting in the effort to make sure it is one day!)

Wearing the @gymshark @gymsharkwomen Whitney x animal blue colour set 
.
.
.
.
.
.
#gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-24 21:54:07-07:00,850,27,302,452,44824,42664,96,5,True,False,workout,21,Tuesday,June,True,0.01896305550597894,0.0006023558807781546,0.006737462073888988,0.010083883633767625
reel,"I lost 7.5 kg in 5 months — no crazy workouts, no extreme diets. Just walking every single day and finally getting my nutrition in check. It's not about being perfect, it's about being consistent. Walking + eating mindfully was the combo that actually worked for me.
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #gymshark",2025-06-23 22:43:04-07:00,49,1,35,22,4181,4135,61,7,True,True,workout,22,Monday,June,True,0.011719684286055968,0.00023917723032767282,0.008371203061468548,0.0052618990672088015
reel,"My current 4-day split 💜 
Day 1: Shoulders, Triceps & Chest
Day 2: Glutes & Hamstring 
Day 3: Back, Biceps & Abs
Day 4: Quads & Hamstring 
No overthinking, just structure that feels good and keeps me consistent.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower #gymshark",2025-06-23 22:42:01-07:00,129,1,89,84,9943,9588,51,8,True,True,workout,22,Monday,June,True,0.012973951523685004,0.00010057326762546515,0.008951020818666399,0.008448154480539073
reel,"I lost 7.5 kg in 5 months — no crazy workouts, no extreme diets. Just walking every single day and finally getting my nutrition in check. It's not about being perfect, it's about being consistent. Walking + eating mindfully was the combo that actually worked for me.
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #gymshark",2025-06-23 21:33:03-07:00,690,18,258,337,48584,45488,61,7,True,False,workout,21,Monday,June,True,0.014202206487732587,0.0003704923431582414,0.005310390251934793,0.006936439980240409
reel,"My current 4-day split 💜 
Day 1: Shoulders, Triceps & Chest
Day 2: Glutes & Hamstring 
Day 3: Back, Biceps & Abs
Day 4: Quads & Hamstring 
No overthinking, just structure that feels good and keeps me consistent.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower #gymshark",2025-06-23 20:48:19-07:00,1240,15,339,552,64974,63698,51,8,True,False,workout,20,Monday,June,True,0.01908455689968295,0.00023086157539939053,0.005217471604026226,0.008495705974697572
reel,"I went from a round ball to an hourglass in 5 months is crazy🥲🙏 Consistency and discipline is key 🔑 
.
.
.
.
.
.
#gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-21 09:28:14-07:00,115,5,43,29,5981,5981,32,7,False,True,other,9,Saturday,June,True,0.019227553920749037,0.0008359806052499582,0.007189433205149641,0.004848687510449758
reel,"I went from a round ball to an hourglass in 5 months is crazy🥲🙏 Consistency and discipline is key 🔑 
.
.
.
.
.
.
#gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-20 22:40:31-07:00,1059,21,312,332,72386,69618,32,7,False,False,other,22,Friday,June,True,0.014629900809548808,0.000290111347498135,0.004310225734258006,0.004586522255684801
reel,"The better the fits, the better the lifts 👗💪
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation",2025-06-19 23:07:39-07:00,182,3,177,50,7465,7312,21,6,False,True,other,23,Thursday,June,True,0.024380442062960483,0.0004018754186202277,0.023710649698593437,0.006697923643670462
reel,"I always hear people say ""I would die for them"" but it's never ""I will exercise for them"", ""I will eat better for them"", "" I will love myself for them.""
.
.
.
.
.
#gym #girlswholift #womenwholift #gymlife #gymmotivation",2025-06-19 22:59:43-07:00,150,1,42,25,5121,4754,41,5,False,True,other,22,Thursday,June,False,0.029291154071470416,0.00019527436047646945,0.008201523140011716,0.004881859011911736
reel,"Come with me to do upper body (shoulders, triceps and chest focus)

1. Shoulder Press - 3 sets x 10, 8, 6
2. Lateral raises - 3 sets x 10, 8, 6
3. Face pulls  - 3 sets of 10, 8, 6
4. Tricep Pushdown - 3 sets of 10, 8, 6
5. Pec Flies - 3 sets of 10, 8, 6
6. Cardio - Treadmill (15 minutes) 

Wearing the new @gymshark @gymsharkwomen energized seamless leggings 
.
.
.
.
.
.
#gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-19 22:58:17-07:00,635,4,349,313,24386,23856,87,5,True,True,workout,22,Thursday,June,True,0.026039530878372838,0.0001640285409661281,0.014311490199294678,0.012835233330599525
reel,"Antidepressants that actually work (gym edition) 🏃‍➡️🥗🥙🏋️ Fuelling your body is so important 🫶
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #girlpower",2025-06-19 22:56:42-07:00,169,5,71,34,5696,5702,25,6,False,True,other,22,Thursday,June,False,0.02966994382022472,0.0008778089887640449,0.012464887640449437,0.0059691011235955055
reel,"Lost 16.1 lbs / 7.3 kg is insane for 5 months 💪🥗😳🥙 You can see such a huge difference in my hips 💀
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-19 22:55:29-07:00,167,2,112,42,5098,5123,35,7,False,True,other,22,Thursday,June,True,0.03275794429187917,0.00039231071008238524,0.021969399764613574,0.00823852491173009
reel,"The better the fits, the better the lifts 👗💪
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation",2025-06-19 21:28:01-07:00,734,21,375,214,36725,37874,21,6,False,False,other,21,Thursday,June,True,0.019986385296119808,0.0005718175629680054,0.010211027910142955,0.005827093260721579
reel,"Lost 16.1 lbs / 7.3 kg is insane for 5 months 💪🥗😳🥙 You can see such a huge difference in my hips 💀
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-18 21:02:01-07:00,1822,30,976,801,86204,82137,35,7,False,False,other,21,Wednesday,June,True,0.021135910166581597,0.0003480116931928913,0.011321980418542063,0.009291912208250198
reel,"My favourite 2 glute growing exercises! 
1. Hip thrust - 3 sets x 10, 6, 4
2. Romanian Deadlifts (RDL) - 3 sets x 10, 8, 6 

My form isn't perfect but I'm putting in the effort to make sure it is one day!
.
.
.
.
.
@gymsharkwomen @gymshark #gym #gymmotivation #girlswholift #womenwholift #gymlife",2025-06-17 22:52:46-07:00,575,22,197,290,29530,27653,56,5,True,False,other,22,Tuesday,June,False,0.01947172367084321,0.000745005079580088,0.006671181848967152,0.009820521503555706
reel,"Antidepressants that actually work (gym edition) 🏃‍➡️🥗🥙🏋️ Fuelling your body is so important 🫶
.
.
.
.
.
#gym #gymmotivation #girlswholift #womenwholift #gymlife #girlpower",2025-06-16 21:27:16-07:00,1319,28,463,364,57013,55542,23,6,False,False,other,21,Monday,June,False,0.023135074456702858,0.0004911160612491888,0.008120954869941943,0.006384508796239454
reel,"I was about 68 kg in Jan and now I'm 59 which is such an incredible difference. Proof that staying consistent will work out! 

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 300-500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. Hydration: Drinking 2-3 litres per day

#gym #gymmotivation #girlswholift #weightlosstransformation #womenwholift #girlpower #weightlossmotivation",2025-06-15 19:07:35-07:00,313,0,164,92,24379,24462,87,7,True,True,transformation,19,Sunday,June,False,0.01283891874153985,0.0,0.006727101193650273,0.0037737396939989333
